language,sentence1,sentence2,pairID
ur,جی ہاں، آپ کو ایک بے تار ہونا چاہیے,اپنے اس لاسلکی سامان کو درست کرلیں۔,817
ur,جی ہاں، آپ کو ایک بے تار ہونا چاہیے,آپ کے پاس صرف ایک کھردرا نسخہ ہی تھا۔,818
ur,جی ہاں، آپ کو ایک بے تار ہونا چاہیے,اختیاری تار کے ساتھ آپ کو ایک زائد مل سکتا تھا۔,819
ur,آپ استاد کے بارے میں بات کر رہے ہیں یہ والدین۔,کیا آپ کہہ رہے ہیں کہ طالب علم یا استاد کی مدد نے یہ کیا تھا؟,826
ur,آپ استاد کے بارے میں بات کر رہے ہیں یہ والدین۔,یہ استادوں کی وجہ سے ہے یا والدین کی وجہ سے ؟,827
ur,آپ استاد کے بارے میں بات کر رہے ہیں یہ والدین۔,والدین اور اساتذہ کے لیے آپ کیا لاگو کررہے ہیں؟,828
ur,اس کے علاوہ میں شاید شاید ایک وی چھ ہے کچھ نظر آئے گا,میں ایک وی6کو دیکھنے  کا سوچ رہا ہوں.,835
ur,اس کے علاوہ میں شاید شاید ایک وی چھ ہے کچھ نظر آئے گا,مجھے لگتا ہے کہ جانے کے لیے V6 ایک بہترین ذریعہ ہے۔,836
ur,اس کے علاوہ میں شاید شاید ایک وی چھ ہے کچھ نظر آئے گا,میں کبھی  وی 6 پر غور نہیں کروں گا۔,837
ur,اچھی طرح سے مجھے لگتا ہے مجھے لگتا ہے اتنی اچھی طرح میں نہیں جانتا کہ میں نے میں نے منشیات کے امتحان پر میرے تمام احساسات کو حل نہیں کیا ہے. میں مکمل طور پر سیدھے براہ راست منشیات کا استعمال نہیں کروں گا.,"Mein munshiaat ki janch ke bilkul khalaf hoon, iss ke baray mein mujhe koi shak nahi hai.",841
ur,اچھی طرح سے مجھے لگتا ہے مجھے لگتا ہے اتنی اچھی طرح میں نہیں جانتا کہ میں نے میں نے منشیات کے امتحان پر میرے تمام احساسات کو حل نہیں کیا ہے. میں مکمل طور پر سیدھے براہ راست منشیات کا استعمال نہیں کروں گا.,مجھے لگتا ہے میں منشیات کا ٹیسٹ ہونے کے ساتھ ٹھیک ہوں.,842
ur,اچھی طرح سے مجھے لگتا ہے مجھے لگتا ہے اتنی اچھی طرح میں نہیں جانتا کہ میں نے میں نے منشیات کے امتحان پر میرے تمام احساسات کو حل نہیں کیا ہے. میں مکمل طور پر سیدھے براہ راست منشیات کا استعمال نہیں کروں گا.,مجھے ایسا لگتا ہے لیکن منشیات کی جانچ کے حوالے سے میں اپنے جذبات سے نہیں گزا ہوں۔,843
ur,اس بارے میں خیال رکھیں کہ قومی خبر مقامی علاقے کو کیسے متاثر کرتی ہے,مقامی جگہوں کے بارے میں متفکر ہوں کہ وہ قومی خبروں سے متاثر ہوتی ہیں۔,865
ur,اس بارے میں خیال رکھیں کہ قومی خبر مقامی علاقے کو کیسے متاثر کرتی ہے,میں اس بات کا بہت کم خیال رکھ سکا کہ قومی خبریں ہمارے مقامی علاقوں سے  متعلق مسائل کو کتنا پیش کرتی ہیں۔,866
ur,اس بارے میں خیال رکھیں کہ قومی خبر مقامی علاقے کو کیسے متاثر کرتی ہے,قومی خبروں کے مطابق ہماری مقامی جگہیں پسماندہ نظر آتی ہیں۔,867
ur,لیکن نہیں ہم عام طور پر آپ جانتے ہیں کہ سکرٹ اور سکرٹ اور بلاؤز یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس کا لباس ہے,جب میں گھر پر کام کرتا ہوں تو میں تیار نہیں ہوں.,883
ur,لیکن نہیں ہم عام طور پر آپ جانتے ہیں کہ سکرٹ اور سکرٹ اور بلاؤز یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس کا لباس ہے,جب میں گھر پر کام کرتا ہوں تو میں کام کے ڈریس کے علاوہ کچھ اور نہیں پہنتا۔,884
ur,لیکن نہیں ہم عام طور پر آپ جانتے ہیں کہ سکرٹ اور سکرٹ اور بلاؤز یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس یا لباس کا لباس ہے,میں گھر پر کام کرتے ہوے بھی اچھے کپڑے پہنتی ہوں کیونکہ میں خوش اسلوبمحسوس  کرتی ہوں,885
ur,جی ہاں وہاں رہنے کے لئے جگہ رکھنے کے بارے میں کچھ  ہے مجھے نہیں پتہ,Rehne kay liya aik jaga se mera aik khawab poora howa.,895
ur,جی ہاں وہاں رہنے کے لئے جگہ رکھنے کے بارے میں کچھ  ہے مجھے نہیں پتہ,مجھ کو واقعی اس بات کی فکر نہیں ہے کہ میرے پاس رہنے کی جگہ ہے کہ نہیں۔,896
ur,جی ہاں وہاں رہنے کے لئے جگہ رکھنے کے بارے میں کچھ  ہے مجھے نہیں پتہ,رہنے کے لۓ اچھی جگہ ہے,897
ur,جی ہاں ہاں میں آپ کو جانتا ہوں کہ میں اس سے بھی زیادہ متفق نہیں ہوں گے اگر ان کے پاس ایک کارپوریشن ہے جو مالی امداد کی جاتی ہے,یہ معلوم کرنا بہت آسان ہو گا کہ کارپوریشن کی مالی مدد کی گئی تھی,898
ur,جی ہاں ہاں میں آپ کو جانتا ہوں کہ میں اس سے بھی زیادہ متفق نہیں ہوں گے اگر ان کے پاس ایک کارپوریشن ہے جو مالی امداد کی جاتی ہے,اگر مجھے پتا چلا کے انہوں نے کمپنی کو پیسے دۓ میں بہت نراض ہونگا,899
ur,جی ہاں ہاں میں آپ کو جانتا ہوں کہ میں اس سے بھی زیادہ متفق نہیں ہوں گے اگر ان کے پاس ایک کارپوریشن ہے جو مالی امداد کی جاتی ہے,مجھے کوۂی فرق نہیں پرتا ہے اگر کمپنی کو پیسے ملے,900
ur,ہاں ہمارا ہے یہاں ہمارے پاس ہے اپنا گاؤں کے رابطے بہت خراب ہیں۔,یہاں ارد گرد کے کنکشنشز کبھی کبھار ٹھیک ہی ہوتے ہیں۔,916
ur,ہاں ہمارا ہے یہاں ہمارے پاس ہے اپنا گاؤں کے رابطے بہت خراب ہیں۔,یہاں اچھی کنکشن نہيں ملتی ہے,917
ur,ہاں ہمارا ہے یہاں ہمارے پاس ہے اپنا گاؤں کے رابطے بہت خراب ہیں۔,یہاں بہترین کنکشن ملتا ہے,918
ur,اور uh میں قسم کی سیاہ آنکھ مٹر کی طرح لیکن میں نہیں لگتا یہ ایک سلسلہ ہے,مجھ سے بلیک آئیڈ پیز بینڈ میرے لئے ناقابلِ برداشت ہے۔,922
ur,اور uh میں قسم کی سیاہ آنکھ مٹر کی طرح لیکن میں نہیں لگتا یہ ایک سلسلہ ہے,میں بعد میں سیاہ آنکھوں کو پیٹر کو چیک کر سکتا ہون,923
ur,اور uh میں قسم کی سیاہ آنکھ مٹر کی طرح لیکن میں نہیں لگتا یہ ایک سلسلہ ہے,بلیک آئیڈ پی پسندیدہ ہے، مجھے لگتا ہے یہ بڑی کمپنی ہے۔,924
ur,لیکن  اس کے علاوہ ہم نے بہت مختلف قسم کے راکون، پوسم ، اور کچهوا کھایا ہے,میں کسی قسم کا گوشت نہیں کھاتا,931
ur,لیکن  اس کے علاوہ ہم نے بہت مختلف قسم کے راکون، پوسم ، اور کچهوا کھایا ہے,"mein ne pehlay kafi ghair mamoli qisam k janwar khaey han jaisay k kachwa, raccoon aur possum.",932
ur,لیکن  اس کے علاوہ ہم نے بہت مختلف قسم کے راکون، پوسم ، اور کچهوا کھایا ہے,میں نے بہت سارے جانور کھانے کے لئے استعمال کئے.,933
ur,بہت سارے فائدوں میں سے ایک جو ہمیں ملا یقینا  ایک سفر ہے.,اس میں سفر میرا پسندیدہ حصہ ہے .,937
ur,بہت سارے فائدوں میں سے ایک جو ہمیں ملا یقینا  ایک سفر ہے.,سفر ہی ایک مراعات ہے جو ہمیں حاصل ہے۔,938
ur,بہت سارے فائدوں میں سے ایک جو ہمیں ملا یقینا  ایک سفر ہے.,ہمیں کوئی نفع نہیں حاصل ہوتا۔,939
ur,یہ میں واقعی میں برا ہے,میں نے سنا ہے کے اچھا نہیں ہے,958
ur,یہ میں واقعی میں برا ہے,یہ خوفناک ہے۔,959
ur,یہ میں واقعی میں برا ہے,یہ بالکل برا نہیں ہے,960
ur,ہاں یہ کافی مناسب تھا,نہيں، میرا خیال ہے یہ پاگل پن اور بالکل خلاف عقل ہے۔,964
ur,ہاں یہ کافی مناسب تھا,ہاں، وہ کافی قابل قبول تھا۔,965
ur,ہاں یہ کافی مناسب تھا,جی ہاں، ہم تسلیم کرتے ہیں کہ یہ مشکل تھا لیکن پھر بھی آخر میں بہت اچھا ہوگیا۔,966
ur,لہذا ہم عموما میرے چاچا کے اسٹیج میں جھیل پر جھک جاتے ہیں اور اس کے دو دن بعد ہی مل جاتے ہیں.,Hum kuch dinoon ke liye cottage mein jata hain.,967
ur,لہذا ہم عموما میرے چاچا کے اسٹیج میں جھیل پر جھک جاتے ہیں اور اس کے دو دن بعد ہی مل جاتے ہیں.,ہم مینیسوٹا کے دیہی مکان میں جاتے ہیں۔,968
ur,لہذا ہم عموما میرے چاچا کے اسٹیج میں جھیل پر جھک جاتے ہیں اور اس کے دو دن بعد ہی مل جاتے ہیں.,ہم کبھی جھوپڑی حویلی میں نہيں گیۓ,969
ur,بلکل اور ميں اس وقت تک خش تھی جب تک اس نے بتایا کے وہ کسی اور کمپنی کے ساتھ وابستہ تھی,مجھے اس کی صحبت پسند نہیں ہے۔,973
ur,بلکل اور ميں اس وقت تک خش تھی جب تک اس نے بتایا کے وہ کسی اور کمپنی کے ساتھ وابستہ تھی,Usne meri ko chaploosi nahi ki.,974
ur,بلکل اور ميں اس وقت تک خش تھی جب تک اس نے بتایا کے وہ کسی اور کمپنی کے ساتھ وابستہ تھی,میں اس وقت تک اچھا محسوس  کر رہی تھی جب مجھے پتا چلا وہ کس کے ساتھ تھی,975
ur,کیا آپ نے دا فرم پڑھی ہے,کیا آپ نے فرم کو پڑھا ہے؟,976
ur,کیا آپ نے دا فرم پڑھی ہے,کیا آپ نے سوفٹ کو پڑھا ہے؟,977
ur,کیا آپ نے دا فرم پڑھی ہے,کیا تم میری کاپی برائے دی فرم (The Firm) ادھار لے کر پڑھنا پسند کرو گے؟,978
ur,جی ہاں اور ہم نے جیسے ہی ہم نے uh کی قسمت رکھی تھی یہ ایک حیرت انگیز سالگرہ کی پارٹی تھا جو اس کے لئے تھی,اس کو اپنی داوت بہت اچھی لگی,979
ur,جی ہاں اور ہم نے جیسے ہی ہم نے uh کی قسمت رکھی تھی یہ ایک حیرت انگیز سالگرہ کی پارٹی تھا جو اس کے لئے تھی,ہم نے اس کے جنم دن کے لیے کچھ بھی نہیں کیا۔,980
ur,جی ہاں اور ہم نے جیسے ہی ہم نے uh کی قسمت رکھی تھی یہ ایک حیرت انگیز سالگرہ کی پارٹی تھا جو اس کے لئے تھی,ہم نے اس کی توقع کے برخلاف اس کی سالگرہ منائی۔,981
ur,میں ٹیکساس سے آنے والا نہیں جانتا تم شاید مجھے نہیں پتہ کہ میں سٹیریو اقسام نہیں بنانا چاہوں گا لیکن بندوق کنٹرول شاید شاید تھوڑا سا نیچے پھینک دیا جائے گا.,غالباً ٹیکساس میں گن کنٹرول مقبول نہیں ہے۔,988
ur,میں ٹیکساس سے آنے والا نہیں جانتا تم شاید مجھے نہیں پتہ کہ میں سٹیریو اقسام نہیں بنانا چاہوں گا لیکن بندوق کنٹرول شاید شاید تھوڑا سا نیچے پھینک دیا جائے گا.,مجھے نہیں لگتا کہ بندوق کا کنٹرول لوگوں کو پریشان کرے گا ٹیکساس میں,989
ur,میں ٹیکساس سے آنے والا نہیں جانتا تم شاید مجھے نہیں پتہ کہ میں سٹیریو اقسام نہیں بنانا چاہوں گا لیکن بندوق کنٹرول شاید شاید تھوڑا سا نیچے پھینک دیا جائے گا.,ٹیکساس میں گن کنٹرول کے زیادہ مضبوط قوانین ہونے چاہئیں۔,990
ur,اوہ وہ بہت عظیم ہے تم جانتے ہو؟ وہ ایک ایسی شخصیت ہے جو کسی کے ساتھ بھی بیٹھ جائے گی۔وہ کسی کے ساتھ بھی کھیل لے گی۔,وہ کسی کے ساتھ بھی بیٹھنے اور کھیلنے کے لۂے تیار ہے,991
ur,اوہ وہ بہت عظیم ہے تم جانتے ہو؟ وہ ایک ایسی شخصیت ہے جو کسی کے ساتھ بھی بیٹھ جائے گی۔وہ کسی کے ساتھ بھی کھیل لے گی۔,وہ عام طور پر پوکر یا بلیک جیک کھیلتی ہے‏، لیکن کبھی کبھی  اسکریبل بھی کھیلتی ہے۔,992
ur,اوہ وہ بہت عظیم ہے تم جانتے ہو؟ وہ ایک ایسی شخصیت ہے جو کسی کے ساتھ بھی بیٹھ جائے گی۔وہ کسی کے ساتھ بھی کھیل لے گی۔,وہ ہر اس شخص کے ساتھ بیٹھنے سے انکار کردیتی ہے جس کو وہ نہیں جانتی ہے۔,993
ur,یہ بات ممکن ہے کہ جرم آپ کو معلوم ہو اور آپ لوگ اپنے ٹیلی ویژن چوری اور چوری کریں اور اس کو فروخت کریں کیونکہ یہ وہ کام نہیں کرسکتے جو آپ کو معلوم نہیں کر سکتے ہیں.,لوگ کام کریں گے اگر ان کے پاس مواقع ہوں.,997
ur,یہ بات ممکن ہے کہ جرم آپ کو معلوم ہو اور آپ لوگ اپنے ٹیلی ویژن چوری اور چوری کریں اور اس کو فروخت کریں کیونکہ یہ وہ کام نہیں کرسکتے جو آپ کو معلوم نہیں کر سکتے ہیں.,اس سے جرائم میں اضافہ ہوگا۔,998
ur,یہ بات ممکن ہے کہ جرم آپ کو معلوم ہو اور آپ لوگ اپنے ٹیلی ویژن چوری اور چوری کریں اور اس کو فروخت کریں کیونکہ یہ وہ کام نہیں کرسکتے جو آپ کو معلوم نہیں کر سکتے ہیں.,یہ جرائم میں کمی کا سبب بنے گا۔,999
ur,جی ہاں ان کے پاس مختلف چیزیں تھیں جو بیک وقت ٹوٹی تھی,Unki kafi sar cheezain aik hi bar toot gaeein.,1015
ur,جی ہاں ان کے پاس مختلف چیزیں تھیں جو بیک وقت ٹوٹی تھی,ان کے عملہ مین سے کوئی بھی  نا  ٹو ٹا,1016
ur,جی ہاں ان کے پاس مختلف چیزیں تھیں جو بیک وقت ٹوٹی تھی,ٹوٹی ہوئی کچھ چیزیں قیمتی تھیں۔,1017
ur,لیکن تو آپ مختلف کھانے کی اشیاء پسند کرتے ہیں,کیا آپ کو مختلف اقسام کے کھانے پسند ہیں؟,1024
ur,لیکن تو آپ مختلف کھانے کی اشیاء پسند کرتے ہیں,میں نے آپ کو کہتے سنا ہے کہ آپ نئے کھانوں کو آزمانا پسند نہیں کرتے/کرتیں۔,1025
ur,لیکن تو آپ مختلف کھانے کی اشیاء پسند کرتے ہیں,Apko zaroor mukhtalif nasli khane se lutf andooz honain mein maza ata ho ga.,1026
ur,آپ کو کیا محسوس ہوتا ہے کولوراڈو سپرنگز میں اخبارات مقامی مفاد کی خبروں سے کس طرح پیش آتے ہیں.,کیا آپ سمجھتے ہیں کہ علاقائی اخبارات کو اس میں کوئی دلچسپی نہیں کہ شہری کیا کہنا چاہتے ہیں؟,1030
ur,آپ کو کیا محسوس ہوتا ہے کولوراڈو سپرنگز میں اخبارات مقامی مفاد کی خبروں سے کس طرح پیش آتے ہیں.,آپ کے قومی اخبار اور ان کی  عالمی کوریج کے بارے میں کیا راۂیں ہیں,1031
ur,آپ کو کیا محسوس ہوتا ہے کولوراڈو سپرنگز میں اخبارات مقامی مفاد کی خبروں سے کس طرح پیش آتے ہیں.,Apka kiya khayaal hai ke akhbar wale kasay maqami khabroon ke sath salook karte hain?,1032
ur,"tumhe mallom hai aik aur faida jo mjhe abhi yaad aya hah jiska maine abhi tak kaafi faida nahi uthaya, kuch dafa bari companies taleem kai paise pay karti hain",اگر وہ مجھے کالج کے لیے پیسے دیتے تو کسی بڑی کمپنی کے لیے کام کرنے کے زیادہ قابل ہوتا/ہوتی۔,1036
ur,"tumhe mallom hai aik aur faida jo mjhe abhi yaad aya hah jiska maine abhi tak kaafi faida nahi uthaya, kuch dafa bari companies taleem kai paise pay karti hain",کوئی کمپنی چھوٹے یا بڑے کسی تعلیمی صرفہ کے سلسلہ میں مدد نہیں کرتی۔,1037
ur,"tumhe mallom hai aik aur faida jo mjhe abhi yaad aya hah jiska maine abhi tak kaafi faida nahi uthaya, kuch dafa bari companies taleem kai paise pay karti hain",کبھی کبھی بڑی کمپنیاں تعلیم کے لیے ادائیگی میں مدد کرتی ہیں۔,1038
ur,اگر آپ برا نہ مانیں تو آپ شروع کیوں نہیں کر دیتے کیونکہ آپ کے پاس سوچنے کے لئے بہت وقت تھا۔,کیوں آپ اپنی کتاب کی وضاحت ہمارے سامنے نہیں کرتے؟,1039
ur,اگر آپ برا نہ مانیں تو آپ شروع کیوں نہیں کر دیتے کیونکہ آپ کے پاس سوچنے کے لئے بہت وقت تھا۔,آپ پہلے کیوں نہیں جاتے۔,1040
ur,اگر آپ برا نہ مانیں تو آپ شروع کیوں نہیں کر دیتے کیونکہ آپ کے پاس سوچنے کے لئے بہت وقت تھا۔,tum sb se akhir mein jao ge kiun k tmhain kuch nae pata.,1041
ur,کیا آپ نیٹ ورک کی میدیہ کورج سے خوش ہیں یہ مایوس,آپ خبریں کی کورج سے خوش ہیں؟,1042
ur,کیا آپ نیٹ ورک کی میدیہ کورج سے خوش ہیں یہ مایوس,میرا اندازہ ہے کہ آپ کبھی نیٹ ورک کی خبر نہیں دیکھتے ہیں,1043
ur,کیا آپ نیٹ ورک کی میدیہ کورج سے خوش ہیں یہ مایوس,میں سوچتا ہوں کہ نیٹ ورک آپ کو یہ سوچنے کے لئے خبروں کو پھینک دیتے ہیں کہ آپ کیا سوچتے ہیں,1044
ur,ہاں میں نہیں کرتا ہاں ٹھیک ہے مجھے کیا حاصل ہے آپ کو یہ بات جانتی ہے گزشتہ دسمبر کو شکست کے خاتمے کے بعد صرف چند سو ووٹ کی طرف سے کس طرح بہت سے ووٹ,ye is wajah se reh gya kiun k log ghr se bahir nahi nikal k vote krna chahtay thy.,1051
ur,ہاں میں نہیں کرتا ہاں ٹھیک ہے مجھے کیا حاصل ہے آپ کو یہ بات جانتی ہے گزشتہ دسمبر کو شکست کے خاتمے کے بعد صرف چند سو ووٹ کی طرف سے کس طرح بہت سے ووٹ,یہ شکست بہت سے بھڑے ووٹرز سے نھین تھی۔,1052
ur,ہاں میں نہیں کرتا ہاں ٹھیک ہے مجھے کیا حاصل ہے آپ کو یہ بات جانتی ہے گزشتہ دسمبر کو شکست کے خاتمے کے بعد صرف چند سو ووٹ کی طرف سے کس طرح بہت سے ووٹ,ye 99% marjin se pass ho gya.,1053
ur,نہیں لیکن اوکلان کے میدان میں  چارا گھورے کے مقابلے کرتے ہیں,گھاس گھوڑے دوڑ مزہ ہیں,1054
ur,نہیں لیکن اوکلان کے میدان میں  چارا گھورے کے مقابلے کرتے ہیں,Oaklawn mein ghas ghoroon ki dorah hoti hai.,1055
ur,نہیں لیکن اوکلان کے میدان میں  چارا گھورے کے مقابلے کرتے ہیں,اوکلان ٹریک پر کوئی ریس نہیں ہورہی ہے۔,1056
ur,لیکن میں جانتا ہوں کہ کچھ میں میں جانتا ہوں کہ بہت سے دیہی علاقوں میں وہ اتنے اچھے نہیں ہیں۔,وہ دیہاتی علاقوں میں اتنے اچھے نہیں ہیں,1057
ur,لیکن میں جانتا ہوں کہ کچھ میں میں جانتا ہوں کہ بہت سے دیہی علاقوں میں وہ اتنے اچھے نہیں ہیں۔,وہ شہری زندگی میں واقعتاً اچھے ہیں۔,1058
ur,لیکن میں جانتا ہوں کہ کچھ میں میں جانتا ہوں کہ بہت سے دیہی علاقوں میں وہ اتنے اچھے نہیں ہیں۔,وہ دونوں دیہی اور شہری علاقوں میں بہت اچھے ہیں۔,1059
ur,ٹھیک ہے وہ سلاٹ کے ذریعے جائیں گے,اس کے اندر سے پھسلنا آسان ہے۔,1063
ur,ٹھیک ہے وہ سلاٹ کے ذریعے جائیں گے,وہ افتتاح میں جاتے ہیں۔,1064
ur,ٹھیک ہے وہ سلاٹ کے ذریعے جائیں گے,وہ لوگ کباڑ میں جاتے ہیں۔,1065
ur,کیا یہ بیس فیصد سود ہے؟,کیا سود 20 سے زائد ہوسکتا ہے؟,1066
ur,کیا یہ بیس فیصد سود ہے؟,کیا بیاج کی فیصد 20 ہے؟,1067
ur,کیا یہ بیس فیصد سود ہے؟,کوۂی انٹرسٹ نہیں ہے,1068
ur,اب یہ ایک چور کے لئے سب سے بہترین رکاوٹوں میں سے ایک شور مچانے والا پڑوسی ہے یہاں تک کہ اگر پڑوسی کے پاس ایک شور کرنے والا کتا بھی  ہے تو وہ بھی روکاوٹ ہے کیونکہ وہ جانتے ہیں کہ کتا بھونکتا رہے گا۔,Dakaoon ko kutay nahi pasand kyunke wo shoor machatay hain or wo aksar unko kat bhi lete hain.,1072
ur,اب یہ ایک چور کے لئے سب سے بہترین رکاوٹوں میں سے ایک شور مچانے والا پڑوسی ہے یہاں تک کہ اگر پڑوسی کے پاس ایک شور کرنے والا کتا بھی  ہے تو وہ بھی روکاوٹ ہے کیونکہ وہ جانتے ہیں کہ کتا بھونکتا رہے گا۔,چوڑ کو کتے نہیں پسند ہیں,1073
ur,اب یہ ایک چور کے لئے سب سے بہترین رکاوٹوں میں سے ایک شور مچانے والا پڑوسی ہے یہاں تک کہ اگر پڑوسی کے پاس ایک شور کرنے والا کتا بھی  ہے تو وہ بھی روکاوٹ ہے کیونکہ وہ جانتے ہیں کہ کتا بھونکتا رہے گا۔,چوروں کو معلوم ہے کہ کتی جلد ہی خاموش ہو جائے گی,1074
ur,uh-huh یہ مضحکہ خیز ہے اور um میرے خیال  میں زیادہ تر مذاہیہ پروگرم پسند کرتا ہوں.,مجھے مضحکہ خیز شو پسند نہیں ہے,1075
ur,uh-huh یہ مضحکہ خیز ہے اور um میرے خیال  میں زیادہ تر مذاہیہ پروگرم پسند کرتا ہوں.,مجھے ہنسانے والا شو اچھے لگتے ہیں,1076
ur,uh-huh یہ مضحکہ خیز ہے اور um میرے خیال  میں زیادہ تر مذاہیہ پروگرم پسند کرتا ہوں.,مجھے اس نئے مزاحیہ شو کو دیکھنا پڑے گا,1077
ur,مجھے نہیں پتا ہے ، چلو تم سے بات ر کے اچھا لگا اور شام بخیر۔,مجھے امید ہے کہ آپ کو صبح  بھت اچھئ ہوئےھو گی!  آپ کے ساتھ آن لائن بروقت  گفتگون کرکے اچھا لگا,1093
ur,مجھے نہیں پتا ہے ، چلو تم سے بات ر کے اچھا لگا اور شام بخیر۔,میرا خیال ہے مجھے معلوم ہے کہ میں کیوں ٹھیک نہیں ہوں مگر میں تمہیں بتانا نہیں چاہتا۔,1094
ur,مجھے نہیں پتا ہے ، چلو تم سے بات ر کے اچھا لگا اور شام بخیر۔,"Mujhe paka nahi hai, lykin mein ab behtar hoon, mujhe aj raat apse baat ker ke acha laga.",1095
ur,ہمہہ گرینڈ ریپڈ سے واپس آ گئے جہاں ہم نے اپنے بیٹوں میں سے ایک گریجویٹ دیکھا,گرینڈ ریپڈ ایک خوبصورت جگہ ہے.,1111
ur,ہمہہ گرینڈ ریپڈ سے واپس آ گئے جہاں ہم نے اپنے بیٹوں میں سے ایک گریجویٹ دیکھا,ہمارا کوئی ایک بیٹا بھی نہیں ہے,1112
ur,ہمہہ گرینڈ ریپڈ سے واپس آ گئے جہاں ہم نے اپنے بیٹوں میں سے ایک گریجویٹ دیکھا,ہم اپنے بیٹے کی گریجویشن کی تقریب میں شرکت کرنے کے لیے گرانڈ ریپڈس (Grand Rapids) گئے۔,1113
ur,اپ ویرانه میں کامپ کرتے ہیں۔,کیا تم نے کبھی جنگل کیمپ میں حصہ لیا ہے؟,1120
ur,اپ ویرانه میں کامپ کرتے ہیں۔,کیا تم گھریلو کیمپ میں گئے؟,1121
ur,اپ ویرانه میں کامپ کرتے ہیں۔,میرا خیال تھا کہ آپ کیمپ گئے/گئی ہوں گے/گی۔,1122
ur,یہ صرف بدتر ہو رہا ہے جلد ہی یہ محسوس ہوتا ہے,آہستہ آہستہ مزید برا ہوتا جا رہا ہے۔,1123
ur,یہ صرف بدتر ہو رہا ہے جلد ہی یہ محسوس ہوتا ہے,ایسا لگتا ہے کہ مزید برا ہوتا جا رہا ہے۔,1124
ur,یہ صرف بدتر ہو رہا ہے جلد ہی یہ محسوس ہوتا ہے,یہ بہتر ہورہا ہے۔,1125
ur,اور میں واقعی میں ان سے محروم ہونے سے نفرت کرتا ہوں لیکن یہ خطرہ میں سے ایک ہے جو ایک گز میں رہتا ہے کیونکہ میں,صحن ہونے کا مطلب پوری تفریح اور کھیل نہیں ہوتا ہے لیکن میں اس سے لطف اندوز ہوتا ہوں۔,1141
ur,اور میں واقعی میں ان سے محروم ہونے سے نفرت کرتا ہوں لیکن یہ خطرہ میں سے ایک ہے جو ایک گز میں رہتا ہے کیونکہ میں,mein isko khona nahi chahta laiken aisa ho jata hai jab ap yard k  maalik hun to.,1142
ur,اور میں واقعی میں ان سے محروم ہونے سے نفرت کرتا ہوں لیکن یہ خطرہ میں سے ایک ہے جو ایک گز میں رہتا ہے کیونکہ میں,جب آپ کے پاس اپنا قطعہ زمین ہے تو آپ کے پاس مزید کھونے کے لیے کچھ نہیں ہے۔,1143
ur,انہیں ٹگ کرو اور جو بھی کرنا ہے وہ خود کرنا پرے گا ، وہ بتاتیں ہیں لیکن خود کرنا پرتا ہے۔,جب وہ تمہیں بتائیں کہ  کیا کرنا ہے ، تم آگے بڑھ کر خود وہ کام کرلینا۔,1144
ur,انہیں ٹگ کرو اور جو بھی کرنا ہے وہ خود کرنا پرے گا ، وہ بتاتیں ہیں لیکن خود کرنا پرتا ہے۔,وہ آپ کو یہ نہیں بتاتے کہ یہ سب کچھ کس طرح کرنا ہے۔,1145
ur,انہیں ٹگ کرو اور جو بھی کرنا ہے وہ خود کرنا پرے گا ، وہ بتاتیں ہیں لیکن خود کرنا پرتا ہے۔,اسے انجام دینے سے متعلق انہوں سے عمدہ ہدایتیں بہم پہنچائیں۔,1146
ur,سرف وقیل نہیں ، پولیس  ججز اور ساری قانونی پیشہ,اس کا قانونی سسٹم میں شامل کسی بھی شخص کے ساتھ کچھ لینا دینا نہیں ہے۔,1153
ur,سرف وقیل نہیں ، پولیس  ججز اور ساری قانونی پیشہ,قانونی ڈھانچہ میں ہر شخص شریک ہے۔,1154
ur,سرف وقیل نہیں ، پولیس  ججز اور ساری قانونی پیشہ,اس میں زیادہ سے زیادہ قانونی نظام ملوث ہے‏، جب کی اکثریت اس میں پولیس کی ہے۔,1155
ur,اور وہ پچیس سو لوگ تھے جب میں شامل ہوا اور,جس وقت میں ممبر بنا اس وقت تقریباً پچیس سو افراد تھے۔,1168
ur,اور وہ پچیس سو لوگ تھے جب میں شامل ہوا اور,میرا خیال ہے کہ جب میں ںے وہاں نوکری شروع کی تب میں وہاں صرف چند لوگوں کو ہی جانتا تھا۔,1169
ur,اور وہ پچیس سو لوگ تھے جب میں شامل ہوا اور,زیادہ سے زیادہ صرف ایک سو لوگوں نے ہی شمولیت اختیار کی.,1170
