sentence1	sentence2	pairID
Aber ähm, sie lebten in einer kleinen ländlichen Stadt außerhalb von Augusta namens Evans, und Evans existiert immer noch, und das ist wo viele meiner Verwandten immer noch leben.	Sie lebten in Evans, was sehr klein ist.	582
Meine Schwester sagt mir immer wieder, sie sagt: Manchmal bist du genau wie Oma, du behandelst die Leute aus den falschen Gründen falsch.	Meine Schwester sagte, ich sei rassistisch.	583
Meine Schwester sagt mir immer wieder, sie sagt: Manchmal bist du genau wie Oma, du behandelst die Leute aus den falschen Gründen falsch.	Meine Schwester sagte, ich war nicht immer nett.	584
Meine Schwester sagt mir immer wieder, sie sagt: Manchmal bist du genau wie Oma, du behandelst die Leute aus den falschen Gründen falsch.	Meine Schwester meint, ich bin überhaupt nicht wie meine Oma.	585
Ah, und dann sind wir in ein neues Haus eingezogen.	Wir zogen in ein Haus, das wir auf dem Land gebaut hatten.	586
Ah, und dann sind wir in ein neues Haus eingezogen.	Wir sind in einen neunen Wohnort umgezogen.	587
Ah, und dann sind wir in ein neues Haus eingezogen.	Wir sind unser ganzes Leben im selben Haus geblieben.	588
Und ich habe gesagt, okay, also das ist gut, naja, sowas in der Art.	Ich sagte, dass ich es hasste und es sehr missbilligte.	592
Und ich habe gesagt, okay, also das ist gut, naja, sowas in der Art.	Ich sagte, ich mag die neue Version des Liedes.	593
Und ich habe gesagt, okay, also das ist gut, naja, sowas in der Art.	Ich sagte, dass ich es genehmigte.	594
Und die Farbtupfer ändern alle 100 Grad ihre Farbe, wenn es rot ist, wird es zu blau.	Der Anstrich ändert sich je nach Farbe.	595
Und die Farbtupfer ändern alle 100 Grad ihre Farbe, wenn es rot ist, wird es zu blau.	Die Farbe ändert sich, so dass Sie sehen können, wie heiß es ist, ohne zu messen.	596
Und die Farbtupfer ändern alle 100 Grad ihre Farbe, wenn es rot ist, wird es zu blau.	Die Farbe ist immer schwarz.	597
Ich habe ganz schnell gegessen, so schnell wie ich konnte und dann kam sie herein und hat mir dabei geholfen.	Ich habe die Pizza in weniger als zwei Minuten gegessen.	598
Ich habe ganz schnell gegessen, so schnell wie ich konnte und dann kam sie herein und hat mir dabei geholfen.	Ich aß sehr langsam, damit mir nicht schlecht wurde.	599
Ich habe ganz schnell gegessen, so schnell wie ich konnte und dann kam sie herein und hat mir dabei geholfen.	Ich scharrte das Essen ab.	600
Der Mann ihrer Schwester hatte ebenfalls helle Haut.	Ihr Schwager war leicht farbig.	604
Der Mann ihrer Schwester hatte ebenfalls helle Haut.	sein Schwager war Schwede.	605
Der Mann ihrer Schwester hatte ebenfalls helle Haut.	Seine Schwester war nicht verheiratet.	606
Wie auch immer, sie haben diesen Sauerstoffregulator erfunden.	Sie haben einen neuen Regler erfunden.	610
Wie auch immer, sie haben diesen Sauerstoffregulator erfunden.	Sie haben einen Regler erfunden, der im Weltall funktioniert.	611
Wie auch immer, sie haben diesen Sauerstoffregulator erfunden.	Sie haben immernoch nicht herausgefunden, wie man einen Sauerstoffregulator herstellt.	612
Also, wir zogen wir nach Las Vegas, NV, und ich berichtete, genau wie ich in Washington gemacht hatte, an eine bestimmte Adresse in der Innenstadt von Las Vegas.	Ich war in meinem Leben noch nicht in Las Vegas.	613
Also, wir zogen wir nach Las Vegas, NV, und ich berichtete, genau wie ich in Washington gemacht hatte, an eine bestimmte Adresse in der Innenstadt von Las Vegas.	Ich habe sowohl in Las Vegas als auch in Washington gearbeitet.	614
Also, wir zogen wir nach Las Vegas, NV, und ich berichtete, genau wie ich in Washington gemacht hatte, an eine bestimmte Adresse in der Innenstadt von Las Vegas.	Ich habe in beiden dieser Städte als Taxifahrer gearbeitet.	615
Ah, die vierte Klasse hat echt Spaß gemacht.	Ich hasste jedes Stück der Schule!	616
Ah, die vierte Klasse hat echt Spaß gemacht.	Ich mochte die vierte Klasse, weil wir zwei Pausen hatten.	617
Ah, die vierte Klasse hat echt Spaß gemacht.	Ich mochte die vierte Klasse.	618
Es ist wie eine Datei mit einer ganzen Reihe von Tabs, von verschiedenen, wissen Sie, jeder Tab hat eine andere Tabelle.	Die Seite ist einfach nur eine Liste von Zahlen.	619
Es ist wie eine Datei mit einer ganzen Reihe von Tabs, von verschiedenen, wissen Sie, jeder Tab hat eine andere Tabelle.	Die Karteien haben eine Menge Daten.	620
Es ist wie eine Datei mit einer ganzen Reihe von Tabs, von verschiedenen, wissen Sie, jeder Tab hat eine andere Tabelle.	Die Registerkarten zeigen das aktuelle Guthaben jedes Kontos an.	621
Es ist mir egal, wie du es hinbekommst.	Es ist mir egal, ob du es selbst machst oder jemanden damit beauftragst.	625
Es ist mir egal, wie du es hinbekommst.	Es ist mir egal, was deine Methode ist.	626
Es ist mir egal, wie du es hinbekommst.	Ich muss wissen, wie du das genau machen wirst.	627
Und sie zogen nach Mallard Creek in Charlotte.	Sie bauten ein Haus auf Mallard Creek.	631
Und sie zogen nach Mallard Creek in Charlotte.	Sie sind nie nach Charlotte gezogen.	632
Und sie zogen nach Mallard Creek in Charlotte.	Sie lebten dann in Mallard Creek.	633
Wo er war, war er der Sohn eines Ministers, also hatte er, sie hatten Eigentum, und Sachen, und sie waren sehr gut in der Gemeinschaft verbunden und sehr geschätzt.	Sein Vater war ein lutherischer Pastor	637
Wo er war, war er der Sohn eines Ministers, also hatte er, sie hatten Eigentum, und Sachen, und sie waren sehr gut in der Gemeinschaft verbunden und sehr geschätzt.	Sein Vater war ein Häftling, der nie zur Kirche ging.	638
Wo er war, war er der Sohn eines Ministers, also hatte er, sie hatten Eigentum, und Sachen, und sie waren sehr gut in der Gemeinschaft verbunden und sehr geschätzt.	Sein Vater war ein Pastor.	639
Und ich ähm, ich wusste nicht, wie viel Detail er wollte.	Ich wusste nicht, ob er Informationen über die Reisezeiten wollte.	643
Und ich ähm, ich wusste nicht, wie viel Detail er wollte.	Ich gab ihm jedes Detail, weil ich wusste, dass er es wollte.	644
Und ich ähm, ich wusste nicht, wie viel Detail er wollte.	Ich war mir nicht sicher wie teifgründig es sein sollte.	645
Und ja, das ist unterschiedlich, wie unter jedem Kunden, das ist ihre Akte.	Sie haben keine der Dateien.	652
Und ja, das ist unterschiedlich, wie unter jedem Kunden, das ist ihre Akte.	Sie bewahren alle Akten auf.	653
Und ja, das ist unterschiedlich, wie unter jedem Kunden, das ist ihre Akte.	Sie halten die medizinischen und legalen Dateien alle zusammen.	654
Es ist vereinfacht. Das, was sie mir gegeben hatte, war sehr detailliert und kompliziert, und das zweite ist total einfach.	Sie gab mir zwei verschiedene Varianten.	655
Es ist vereinfacht. Das, was sie mir gegeben hatte, war sehr detailliert und kompliziert, und das zweite ist total einfach.	Sie gab mir zwei Arten von Anweisungen und ich bevorzugte die detailierten.	656
Es ist vereinfacht. Das, was sie mir gegeben hatte, war sehr detailliert und kompliziert, und das zweite ist total einfach.	Sie gab mir nur eine Version und es waren nur ein paar Zeilen.	657
Weil sie nicht in Augusta wohnten, sondern in, nun du weißt schon, Augusta war zu dem Zeitpunkt noch eine Stadt, auch wenn für Menschen aus der Großstadt Augusta nicht so groß erscheint.	Augusta hat 10.000 Einwohner.	658
Weil sie nicht in Augusta wohnten, sondern in, nun du weißt schon, Augusta war zu dem Zeitpunkt noch eine Stadt, auch wenn für Menschen aus der Großstadt Augusta nicht so groß erscheint.	Augusta ist keine große Stadt.	659
Weil sie nicht in Augusta wohnten, sondern in, nun du weißt schon, Augusta war zu dem Zeitpunkt noch eine Stadt, auch wenn für Menschen aus der Großstadt Augusta nicht so groß erscheint.	Sie lebten im Herzen von Augusta.	660
Ende 1962, äh, erhielt ich den Befehl, nach Washington, D.C. zu gehen	Man sagte mir, ich solle nach Washington DC gehen.	661
Ende 1962, äh, erhielt ich den Befehl, nach Washington, D.C. zu gehen	Die Armee hat mich sofort nach DC geschickt.	662
Ende 1962, äh, erhielt ich den Befehl, nach Washington, D.C. zu gehen	Sie sagten mir, ich solle nach Afrika gehen.	663
Als DOT sein Grundstück zurücknahm, zogen wir in ein kleineres Gebiet in Concord, wo man keine Tiere haben darf, weil es in Zonen aufgeteilt ist und damit endet die Tiergeschichte.	Unser Haus in Concord konnte keine Tiere genehmigen.	664
Als DOT sein Grundstück zurücknahm, zogen wir in ein kleineres Gebiet in Concord, wo man keine Tiere haben darf, weil es in Zonen aufgeteilt ist und damit endet die Tiergeschichte.	Unser Haus in Concord hatte 30000 Hektar und viele Tiere.	665
Als DOT sein Grundstück zurücknahm, zogen wir in ein kleineres Gebiet in Concord, wo man keine Tiere haben darf, weil es in Zonen aufgeteilt ist und damit endet die Tiergeschichte.	Wir haben alle unsere Tiere verkauft, als wir nach Concord gezogen sind.	666
Wie auch immer, wir sind im Einsatz und ich kann jetzt sagen, dass das, das, äh, wir nach Kadina, Okinawa verlegt wurden, und das war 1968.	Wir haben unsere Streitkräfte 1968 eingesetzt.	667
Wie auch immer, wir sind im Einsatz und ich kann jetzt sagen, dass das, das, äh, wir nach Kadina, Okinawa verlegt wurden, und das war 1968.	Wir haben nie jemanden eingestellt.	668
Wie auch immer, wir sind im Einsatz und ich kann jetzt sagen, dass das, das, äh, wir nach Kadina, Okinawa verlegt wurden, und das war 1968.	Im Juni 1968 schickten wir unsere Truppen nach Japan.	669
Er sagte mir was genau er brauchte und dass er es heute brauchte.	Er sagte, ich könnte es jederzeit abgeben.	670
Er sagte mir was genau er brauchte und dass er es heute brauchte.	Er sagte mir, dass ich das ganze Projekt bis 14.00 Uhr abschließen muss.	671
Er sagte mir was genau er brauchte und dass er es heute brauchte.	Er sagte mir, es sei dringend.	672
Sie war bereits gegangen und sagte mir, ich solle mir keine Sorgen darüber machen.	Sie sagte, ich sollte einfach davon ausgehen, dass es der Schule gut gehen würde.	673
Sie war bereits gegangen und sagte mir, ich solle mir keine Sorgen darüber machen.	Sie sagte ich solle mir keine Sorgen machen.	674
Sie war bereits gegangen und sagte mir, ich solle mir keine Sorgen darüber machen.	Sie sagte es sei Zeit in Panik zu verfallen.	675
Es ist einfach, weißt Du, schau, Du hast ein Problem.	Du bist in Gefahr.	676
Es ist einfach, weißt Du, schau, Du hast ein Problem.	Du wirst schon zurecht kommen!	677
Es ist einfach, weißt Du, schau, Du hast ein Problem.	Du läufst Gefahr, abgeschoben zu werden.	678
Da meine Mutter in jungen Jahren nicht einer seiner Lieblinge war, wurde sie zur Feldarbeit degradiert, während einige der anderen Kinder nicht auf den Feldern arbeiten mussten.	Meine Mutter musste Baumwolle und Mais ernten.	679
Da meine Mutter in jungen Jahren nicht einer seiner Lieblinge war, wurde sie zur Feldarbeit degradiert, während einige der anderen Kinder nicht auf den Feldern arbeiten mussten.	Meine Mutter war das Goldkind und musste daher nie arbeiten.	680
Da meine Mutter in jungen Jahren nicht einer seiner Lieblinge war, wurde sie zur Feldarbeit degradiert, während einige der anderen Kinder nicht auf den Feldern arbeiten mussten.	Meine Mutter musste draußen arbeiten.	681
Und wie Sie wissen, früher oder später, wissen Sie, Sie wissen, sie haben Leute weiter gefragt und niemand wusste, wer sie waren, und letztendlich, wissen Sie, sie haben sich gerade darüber verständigt, dass sie Joe nie wieder sehen würden.	Joe war die einzige Person welche einen Schlüssel zum Pausenraum hatte.	682
Und wie Sie wissen, früher oder später, wissen Sie, Sie wissen, sie haben Leute weiter gefragt und niemand wusste, wer sie waren, und letztendlich, wissen Sie, sie haben sich gerade darüber verständigt, dass sie Joe nie wieder sehen würden.	Egal wie sehr wir es versuchten, wir konnten Joe nicht dazu kriegen uns in Ruhe zu lassen.	683
Und wie Sie wissen, früher oder später, wissen Sie, Sie wissen, sie haben Leute weiter gefragt und niemand wusste, wer sie waren, und letztendlich, wissen Sie, sie haben sich gerade darüber verständigt, dass sie Joe nie wieder sehen würden.	Eines Tages war Joe einfach verschwunden und niemand konnte herausfinden, wohin er ging.	684
Ich habe ihnen von meiner Schwester erzählt.	Ich habe es meiner Schwester angelastet.	685
Ich habe ihnen von meiner Schwester erzählt.	Ich sagte, dass es meines war.	686
Ich habe ihnen von meiner Schwester erzählt.	Ich habe ihnen gesagt, dass der Hund meiner Schwester gehört.	687
Und sie sagte dann, ihre Mutter, ihre Mutter lehnte sich nach vorne und sie blickte auf und sagte Sie läuft wie er.	Sie sagte, ihr Mutter läuft immer auf Zehenspitzen.	688
Und sie sagte dann, ihre Mutter, ihre Mutter lehnte sich nach vorne und sie blickte auf und sagte Sie läuft wie er.	Sie sagt, dass ihre Mutter die gleiche Runde geht.	689
Und sie sagte dann, ihre Mutter, ihre Mutter lehnte sich nach vorne und sie blickte auf und sagte Sie läuft wie er.	Sie sagte, ihre Mutter sei gelähmt und könne nicht laufen.	690
weißt du, und sie stopft die Blütenblätter dort oben rein und ich kannte wirklich keine Konsequenzen.	Ich wusste nicht, dass sie sehr krank werden würde.	694
weißt du, und sie stopft die Blütenblätter dort oben rein und ich kannte wirklich keine Konsequenzen.	Ich wusste nicht, was mit ihr geschehen würde.	695
weißt du, und sie stopft die Blütenblätter dort oben rein und ich kannte wirklich keine Konsequenzen.	Ich wusste, was passieren würde, als sie das tat.	696
Ah, eine andere Sache die dort passiert ist, die ich für interessant hielt, war eine der ersten Erinnerungen meiner Schwester, und das war in genau diesem Hinterhof.	Ich habe keine Erinnerungen an dieses Haus.	700
Ah, eine andere Sache die dort passiert ist, die ich für interessant hielt, war eine der ersten Erinnerungen meiner Schwester, und das war in genau diesem Hinterhof.	Ich erinnerte mich daran, Gänseblümchen im Garten gepflückt zu haben.	701
Ah, eine andere Sache die dort passiert ist, die ich für interessant hielt, war eine der ersten Erinnerungen meiner Schwester, und das war in genau diesem Hinterhof.	Ich erinnerte mich an etwas, das im Hinterhof passiert war.	702
Also all das Stressige und ich meine, ich hatte jeden Grund gestresst heute zu sein, es war wie, du bekommst etwas was du nicht kannst, und es ist wie hier mach es.	Ich wusste nicht, wie ich den Job machen sollte, der mir heute zugewiesen wurde.	706
Also all das Stressige und ich meine, ich hatte jeden Grund gestresst heute zu sein, es war wie, du bekommst etwas was du nicht kannst, und es ist wie hier mach es.	Ich wurde darum gebeten den Sicherungskasten im Büro auszuwechseln, aber ich kenne mich mit elektrischen Leitungen überhaupt nicht aus.	707
Also all das Stressige und ich meine, ich hatte jeden Grund gestresst heute zu sein, es war wie, du bekommst etwas was du nicht kannst, und es ist wie hier mach es.	Ich wurde heute angewiesen, nur Pflichten auszuführen, für deren Durchführung ich gut ausgebildet bin.	708
Also jetzt, hier ist es, er will es heute.	Er sagt, er kann es immer holen.	709
Also jetzt, hier ist es, er will es heute.	Er sagt, er würde es gerne heute bekommen.	710
Also jetzt, hier ist es, er will es heute.	Er sagt, dass er das letzte Projekt gerne um 17 Uhr bekommen würde.	711
Und leider sind wir wieder umgezogen.	Wir sind ein weiteres Mal umgezogen.	712
Und leider sind wir wieder umgezogen.	1992 ziehen wir nach eine anderer Staat um.	713
Und leider sind wir wieder umgezogen.	Wir sind danach nie wieder umgezogen.	714
Ich kannte Frau Falk nicht wirklich. Sie war um die 80 Jahre alt und ah, sie war eine nette Person. Ich habe sie einige Male getroffen, aber das hat mich wirklich nervös gemacht.	Ich habe Frau Faulk wenige male gesehen, aber ich kannte sie nicht gut.	724
Ich kannte Frau Falk nicht wirklich. Sie war um die 80 Jahre alt und ah, sie war eine nette Person. Ich habe sie einige Male getroffen, aber das hat mich wirklich nervös gemacht.	Ich war enge Freunde mit Frau Faulk.	725
Ich kannte Frau Falk nicht wirklich. Sie war um die 80 Jahre alt und ah, sie war eine nette Person. Ich habe sie einige Male getroffen, aber das hat mich wirklich nervös gemacht.	Mrs. Faulk fuhr jeden Tag mit einem gelben Honda zur Arbeit.	726
Wir lebten davon, ähm, 85 in Mallard Creek, wo derzeit die 485 sind, besteht jetzt der Anlass mehr als damals vor zehn Jahren, wo wir wegen der 485 umziehen mussten.	Wir wohnte in einem grünen Haus.	730
Wir lebten davon, ähm, 85 in Mallard Creek, wo derzeit die 485 sind, besteht jetzt der Anlass mehr als damals vor zehn Jahren, wo wir wegen der 485 umziehen mussten.	Wir lebten dort viele Jahre lang.	731
Wir lebten davon, ähm, 85 in Mallard Creek, wo derzeit die 485 sind, besteht jetzt der Anlass mehr als damals vor zehn Jahren, wo wir wegen der 485 umziehen mussten.	Wir haben dort nur zwei Wochen gelebt.	732
Boss, er war wie mit gespaltener Persönlichkeit, Mann.	Er war launisch.	736
Boss, er war wie mit gespaltener Persönlichkeit, Mann.	Mein Chef war entweder sehr glücklich oder sehr wütend.	737
Boss, er war wie mit gespaltener Persönlichkeit, Mann.	Mein Chef war abgeklärt und beständig.	738
Er ist alt genug, um mein Vater zu sein.	Er ist 27 Jahre älter als ich.	742
Er ist alt genug, um mein Vater zu sein.	Er ist viel jünger als ich.	743
Er ist alt genug, um mein Vater zu sein.	Er ist älter als ich.	744
Alles ist vernetzt, und um Himmels Willen, ich weiß nicht wie lange.	Ich weiß nicht, wie lange es anhält.	745
Alles ist vernetzt, und um Himmels Willen, ich weiß nicht wie lange.	Ich weiss nicht wie lange die Geschichte ist gegangen.	746
Alles ist vernetzt, und um Himmels Willen, ich weiß nicht wie lange.	Ich weiss es ist 4 Fuß lang.	747
Diesmal war ich nicht einmal glücklich, dass sie da war, weil ich so gestresst war.	Ich war so glücklich und entspannt!	748
Diesmal war ich nicht einmal glücklich, dass sie da war, weil ich so gestresst war.	Ich hatte zu viel Angst um glücklich zu sein, dass sie einen Tag früher angekommen hat.	749
Diesmal war ich nicht einmal glücklich, dass sie da war, weil ich so gestresst war.	Ich war zu ängstlich, um glücklich zu sein, dass sie da war.	750
Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.	Die Mütter sind Drogenabhängige.	751
Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.	Die Mütter haben keine Arzneiverordnungen oder Medikamente.	752
Und vieles davon liegt daran, dass die Mütter Medikamente nehmen.	Die Mütter nehmen Drogen.	753
Es ist sehr schön das es geregnet hat.	Der Regen macht mir nichts aus	754
Es ist sehr schön das es geregnet hat.	Es ist schön und regnerisch.	755
Es ist sehr schön das es geregnet hat.	Der unendliche Sonnenschein ist so schrecklich.	756
Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht	Jedes Leben ist es wert eine Reha zu machen und eine zweite Chance zu bekommen.	757
Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht	Keine Mensch verdient es, rehabilitiert zu werden.	758
Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht	Unabhängig von der Rehabilitation ist das Leben es wert.	759
Oh Junge, du hast dort ein merkwürdiges Verkabelungsproblem	Ich hatte nie ein Verkabelungproblem wie dieses.	760
Oh Junge, du hast dort ein merkwürdiges Verkabelungsproblem	Die Verkabelung ist nicht das Problem.	761
Oh Junge, du hast dort ein merkwürdiges Verkabelungsproblem	Die eigenartige Schaltung verursacht ein Problem.	762
hört sich nach jeder Menge Spaß an, ja es ist unglaublich wie viele Sachen die erlauben	Ich bin überhaupt nicht überrascht, dass sie nachsichtig waren.	763
hört sich nach jeder Menge Spaß an, ja es ist unglaublich wie viele Sachen die erlauben	Es wundert mich, dass sie dir erlauben hat, Essen und Trinken dadrin zu nehmen.	764
hört sich nach jeder Menge Spaß an, ja es ist unglaublich wie viele Sachen die erlauben	Ich bin überrascht, womit sie davonkommen könnten.	765
Ja genau, ich meine damit, dass du durch die Zeit kommst, wenn du dich selbst ausrüstest und dann schwitzen musst wenn du es machst, dass du in einen Club gehen könntest, und in einen Urlaub mit allem was inklusive ist.	Es kostet 2000 $, um alles zu kaufen, was Sie brauchen.	766
Ja genau, ich meine damit, dass du durch die Zeit kommst, wenn du dich selbst ausrüstest und dann schwitzen musst wenn du es machst, dass du in einen Club gehen könntest, und in einen Urlaub mit allem was inklusive ist.	Es kostet sehr viel sich auszurüsten.	767
Ja genau, ich meine damit, dass du durch die Zeit kommst, wenn du dich selbst ausrüstest und dann schwitzen musst wenn du es machst, dass du in einen Club gehen könntest, und in einen Urlaub mit allem was inklusive ist.	Es ist wirklich günstig ausgestattet zu werden.	768
oh sowieso trotzdem ähm, meine Kinder sind jetzt einundzwanzig und vierundzwanzig, also muss ich nicht	Ich brauche das nicht, weil meine Kinder über zwanzig sind.	778
oh sowieso trotzdem ähm, meine Kinder sind jetzt einundzwanzig und vierundzwanzig, also muss ich nicht	Ich muss wahrscheinlich, da sie ihr Alter so nah aneinander ist.	779
oh sowieso trotzdem ähm, meine Kinder sind jetzt einundzwanzig und vierundzwanzig, also muss ich nicht	Ich muss, da sie beide zehn und elf Jahre alt sind.	780
Ja ähm das ist Fresno.	Ich wurde in Fresno geboren.	781
Ja ähm das ist Fresno.	Ich bin mir nicht sicher, wo das ist.	782
Ja ähm das ist Fresno.	Ich sage dir, dass das Fresno ist.	783
Ja Leute, die, die jederzeit arbeiten könnten oder deren Entscheidungen getrübt werden könnten, wenn sie eine Entscheidung treffen müssten	Naja, Leute die nicht das beste sind um Ermessensentscheidungen zu machen.	784
Ja Leute, die, die jederzeit arbeiten könnten oder deren Entscheidungen getrübt werden könnten, wenn sie eine Entscheidung treffen müssten	Ja, Leute, die vielleicht keinen Hunger haben.	785
Ja Leute, die, die jederzeit arbeiten könnten oder deren Entscheidungen getrübt werden könnten, wenn sie eine Entscheidung treffen müssten	Ja, Leute deren Entscheidungsfähigkeiten niemals beeinträchtigt sind.	786
Nein, sie sind, sie sind immer noch auf Tour; sie sind seit Ende der sechziger Jahre auf Tour.	Sie gehen schon seit den späten 1980ern auf Tournee.	787
Nein, sie sind, sie sind immer noch auf Tour; sie sind seit Ende der sechziger Jahre auf Tour.	Sie lieben es zu reisen.	788
Nein, sie sind, sie sind immer noch auf Tour; sie sind seit Ende der sechziger Jahre auf Tour.	Sie haben kürzlich ihre Tour beendet.	789
Wie würdest du Aerobic machen?	Kannst du erklären, wie du Aerobic machen würdest?	790
Wie würdest du Aerobic machen?	Ich interessiere mich für Aerobic weil ich kardiovaskulare Aktivitäten brauche.	791
Wie würdest du Aerobic machen?	Bitte hör auf, über Aerobic zu reden.	792
Nun, das ist ein guter, an den ich nicht gedacht hatte	Das ist eine dumme Idee, die ich letzte Woche verworfen habe.	796
Nun, das ist ein guter, an den ich nicht gedacht hatte	Das ist ein guter Einwand.	797
Nun, das ist ein guter, an den ich nicht gedacht hatte	Das von Ihnen erwähnte Paradoxon ist ein guter Punkt.	798
Tagesbetreuung zwei Tage die Woche  sie nenne es Senioren Tagesbetreuung, aber sie geht in das Seniorenzentrum	Die Tagesbetreuung ist nur für Kinder unter fünf Jahren täglich geöffnet.	802
Tagesbetreuung zwei Tage die Woche  sie nenne es Senioren Tagesbetreuung, aber sie geht in das Seniorenzentrum	Wenn die Senioren dazu bereit sind, lassen sie sie mehr als zwei mal die Woche gehen.	803
Tagesbetreuung zwei Tage die Woche  sie nenne es Senioren Tagesbetreuung, aber sie geht in das Seniorenzentrum	Sie nennen es eine Senioren Tagespflege, aber es heißt Senioren Zentrum.	804
Das war ihr Ziel, oh.	Das ist was angesterben haben.	808
Das war ihr Ziel, oh.	Das war nie das, was sie wollten.	809
Das war ihr Ziel, oh.	Sie erreichten ihr Ziel.	810
Waffenkontrolle bedeutet zwei Hände zu benutzen.	Die Hälfte aller Waffenfehlzündungen resultiert aus der Verwendung mit einer Hand.	811
Waffenkontrolle bedeutet zwei Hände zu benutzen.	Der beste weiter Vorgehen für Waffenkontrolle, ist mit beider Füße zu nutzen.	812
Waffenkontrolle bedeutet zwei Hände zu benutzen.	Benutze beide Hände, wenn du Waffenkontrolle üben willst.	813
und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber	Ich weiß nicht wo es herkommt, aber es ist schnell.	814
und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber	Es kommt schnell vorbei, aber ich weiß, wo es herkommen könnte.	815
und ah, es erschien plötzlich, ich weiß nicht von wo es kommt, aber	Es kommt wie Melasse und ich weiß genau, wann es kommen wird.	816
Nein, eigentlich bin ich nicht einmal damit vertraut, denke ich	Ich weiß nicht viel darüber.	820
Nein, eigentlich bin ich nicht einmal damit vertraut, denke ich	Ich bin ignorant in Sachen Liebe.	821
Nein, eigentlich bin ich nicht einmal damit vertraut, denke ich	Ich studiere es seit Jahren.	822
Ja sie war großartig du weißt schon sie.	Ich denke sie wusste, dass sie fantastisch war.	823
Ja sie war großartig du weißt schon sie.	Nein sie war furchtbar.	824
Ja sie war großartig du weißt schon sie.	Sie war sehr gut.	825
Er hat gerade einen Waschlappen, wir du ihn nutzt, vorgeschlagen	Er schlug vor ein neuer Sauger zu kaufen.	829
Er hat gerade einen Waschlappen, wir du ihn nutzt, vorgeschlagen	Er schlug vor, einen Mopp zu finden.	830
Er hat gerade einen Waschlappen, wir du ihn nutzt, vorgeschlagen	Er wollte das Blut mit einem Wischmopp säubern.	831
Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt	Die Dreharbeiten waren mindestens 100 Meilen von meinem Wohnort entfernt.	832
Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt	Das Schießen war in der Nähe meines Hauses und es macht mir Angst, nach draußen zu gehen.	833
Es ist wirklich schlimm hier draußen, wir hatten eben erst eine Schießerei auf dem Freeway, circa drei Blocks von unserem Haus entfernt	Es gab ein Schießerei in der Nähe meines Hauses, es ist wirklich nicht gut in dieser Gegend.	834
mhm das stimmt es ist es ist nicht wirklich äh konsistent	Ich stimme dir nicht zu, es ist sehr beständig.	838
mhm das stimmt es ist es ist nicht wirklich äh konsistent	Ich glaube du hast Recht über diese Konsistenz.	839
mhm das stimmt es ist es ist nicht wirklich äh konsistent	Wir haben Recht damit, dass es nicht einheitlich ist.	840
ich versuche durchzuhalten	Ich versuche kurz zu warten.	844
ich versuche durchzuhalten	Ich gebe wirklich mein Bestes.	845
ich versuche durchzuhalten	Ich werde loslassen und niemals zurückblicken.	846
ja oh was für eine Art Welpe hast du	Ist dein Welpe ein guter Junge?	847
ja oh was für eine Art Welpe hast du	Auf welcher Katze hast du gerettet?	848
ja oh was für eine Art Welpe hast du	Was für einen jungen Hund hast du?	849
Naja du hast gesagt du hast Kinder. Wie alt sind sie ?	Wieviele Kinder haben Sie?	850
Naja du hast gesagt du hast Kinder. Wie alt sind sie ?	Es tut mir leid zu hören, dass Sie keine Kinder haben konnten.	851
Naja du hast gesagt du hast Kinder. Wie alt sind sie ?	Sie haben angegeben, Sie hätten Kinder. Wie alt sind sie?	852
Sie waren wahrscheinlich nicht die Brillantesten Menschen auf der Welt, aber sie, äh, waren sympathisch und waren, äh, an Menschen interessiert die studieren wollten.	Sie waren vielleicht nicht die Klügsten, aber sie waren sehr freundlich und interessierten sich für diejenigen, die studieren.	853
Sie waren wahrscheinlich nicht die Brillantesten Menschen auf der Welt, aber sie, äh, waren sympathisch und waren, äh, an Menschen interessiert die studieren wollten.	Sie waren sehr schlau, aber stellten sich in der Gegenwart anderer, die sie nicht kannten, dumm.	854
Sie waren wahrscheinlich nicht die Brillantesten Menschen auf der Welt, aber sie, äh, waren sympathisch und waren, äh, an Menschen interessiert die studieren wollten.	Sie waren über hinaus großartig, aber detestierte jemand der studierte mit Mühe.	855
Einmal sind wir [...] da sind wir von einer Veranstaltung zurückgekommen und haben die Lichter auf dem Campingplatz angemacht und da war ein Stinktier.	Das Stinktier hat darauf gewartet, dass wir zum Campingplatz zurückkehren.	856
Einmal sind wir [...] da sind wir von einer Veranstaltung zurückgekommen und haben die Lichter auf dem Campingplatz angemacht und da war ein Stinktier.	Wir fanden eine Ziege auf dem Campingplatz, nachdem wir bereits die Lichter gelöscht hatten.	857
