sentence1	sentence2	pairID
وہ تقریبا اس کی ابّا کے برابر تھا	Wo us se sataees (27) sal bara hai.	442
وہ تقریبا اس کی ابّا کے برابر تھا	وہ اس سے بہت چھوٹا تھا.	443
وہ تقریبا اس کی ابّا کے برابر تھا	woh ussy barra tha.	444
میں اکيلا 922 تھا اس کا زندگی کا سہارا ، دوسرا ادمی سرف جسمی سہارا تھا	کسی نے کسی بھی طرح کا تعاون نہیں پیش کیا۔	445
میں اکيلا 922 تھا اس کا زندگی کا سہارا ، دوسرا ادمی سرف جسمی سہارا تھا	ایک شخص نے فوجیوں کو فیزیولوجیکل امداد فراہم کی۔	446
میں اکيلا 922 تھا اس کا زندگی کا سہارا ، دوسرا ادمی سرف جسمی سہارا تھا	ایک شخص نے فیزیولوجیکل امداد فراہم کی۔	447
اور یہاں میں سوچھ رہیں ہوں کہ وہ آ کر مجھ پر چلاۂگا کے  میں نے ابھی تک یہ کام کیوں نہیں کیا	مجھے معلوم تھا کہ وہ یہاں آنے والا نہیں۔	448
اور یہاں میں سوچھ رہیں ہوں کہ وہ آ کر مجھ پر چلاۂگا کے  میں نے ابھی تک یہ کام کیوں نہیں کیا	میں سمجھا وہ لڑنے کے لئے ادھر آرہا ہے۔	449
اور یہاں میں سوچھ رہیں ہوں کہ وہ آ کر مجھ پر چلاۂگا کے  میں نے ابھی تک یہ کام کیوں نہیں کیا	میرا خیال تھا کہ وہ میرے لہجے کی شکایت کرے گا۔	450
ٹھیک ہے، بلاشبہ، یہ کہنا ضروری نہیں کہ ہمارا تھا، ہم غلطی نہیں کر سکے.	کوئی بات نہیں اگر ہم سے کچھ غلطیاں ہوئیں.	451
ٹھیک ہے، بلاشبہ، یہ کہنا ضروری نہیں کہ ہمارا تھا، ہم غلطی نہیں کر سکے.	.ہمیں ایک غلطی کی اجازت نہیں تھی	452
ٹھیک ہے، بلاشبہ، یہ کہنا ضروری نہیں کہ ہمارا تھا، ہم غلطی نہیں کر سکے.	ہمیں غلط حجے کرنا منع ہے۔	453
اور، او، لیکن، او، میں سوچتا تھا، رات کو میں سو نہیں پاتا تھا.	مجھے رات کو سونے میں دشواری پیش آتی ہے۔	454
اور، او، لیکن، او، میں سوچتا تھا، رات کو میں سو نہیں پاتا تھا.	مجھ کو برے خواب آتے رہے جس نے مجھ کو سونے نہیں دیا۔	455
اور، او، لیکن، او، میں سوچتا تھا، رات کو میں سو نہیں پاتا تھا.	mein raat ko bachon ki tarah soty hun!	456
ایک چیز جو اس کے پاس واقعی تھی وہ اس کا مضبوط دفاع تھا۔	وہ جنگلی کتوں کے خلاف اپنا دفاع کر سکتی ہے۔	457
ایک چیز جو اس کے پاس واقعی تھی وہ اس کا مضبوط دفاع تھا۔	وہ اپنا دفاع اچھے طرح کر سکتی ہے۔	458
ایک چیز جو اس کے پاس واقعی تھی وہ اس کا مضبوط دفاع تھا۔	وہ ناقابل یقین حد تک مجروح تھی۔	459
جہاں تک کبھی نہیں بتاۓ جانے کا تعلق ہے--	اس نے مجھے تمام ضروری معلومات دیں۔	460
جہاں تک کبھی نہیں بتاۓ جانے کا تعلق ہے--	مجھے حفاظتی پروٹوکول کے بارے میں کچھ بھی نہیں بتایا گیا تھا۔	461
جہاں تک کبھی نہیں بتاۓ جانے کا تعلق ہے--	کبھی کبھی مجھے بتایا نہیں جاتا۔	462
وہ اس علاقہ میں رہ رہا تھا	ہمارا گھر یہیں کہیں تھا۔	463
وہ اس علاقہ میں رہ رہا تھا	Hamary ghar is jaga say boht dor thay.	464
وہ اس علاقہ میں رہ رہا تھا	hmara ghr sirf do block k fasley pr tha.	465
اور وہ بہت تیزی سے بات کر رہا تھا، وہ اپنے موباۂل پہ تھا ۔	وہ جتنا آہستہ بول سکتا ہے بول رہا ہے	466
اور وہ بہت تیزی سے بات کر رہا تھا، وہ اپنے موباۂل پہ تھا ۔	وہ آئی فون پر بات کر رہا ہے.	467
اور وہ بہت تیزی سے بات کر رہا تھا، وہ اپنے موباۂل پہ تھا ۔	وہ اپنے موبائل فون پر بات کررہی ہے۔	468
مجھے نہیں یاد پڑتا کہ وہ کیا تھا لیکن میں اچانک بہت پریشان ہو گئی کہ میں پہلی دفعہ سکول جانے لگی تھی اور شاید یہ میری زندگی کا سب سے زیادہ تناؤ بھرا دن تھا۔	می اسکول شروع کرنے کے ہوالے سے واقعی پرسکون تھا۔	469
مجھے نہیں یاد پڑتا کہ وہ کیا تھا لیکن میں اچانک بہت پریشان ہو گئی کہ میں پہلی دفعہ سکول جانے لگی تھی اور شاید یہ میری زندگی کا سب سے زیادہ تناؤ بھرا دن تھا۔	مجھ کو اسکول جانے کی فکر تھی۔	470
مجھے نہیں یاد پڑتا کہ وہ کیا تھا لیکن میں اچانک بہت پریشان ہو گئی کہ میں پہلی دفعہ سکول جانے لگی تھی اور شاید یہ میری زندگی کا سب سے زیادہ تناؤ بھرا دن تھا۔	میں کنڈرگارٹن شروع کرنے کے بارے میں فکر مند تھا	471
میں سینٹ لواس کے پاس رہ رہی تھی ، جفرسن اور سینٹ لواس کے درمیان	میں ٹیکساس میں رہتا تھا	475
میں سینٹ لواس کے پاس رہ رہی تھی ، جفرسن اور سینٹ لواس کے درمیان	میں مسوری میں ایک زرد رنگ کے مکان میں رہتا تھا۔	476
میں سینٹ لواس کے پاس رہ رہی تھی ، جفرسن اور سینٹ لواس کے درمیان	میں میزوری میں ہوں۔	477
میں ڈیل ریو میں کسی مخصوص جگہ کی اطلاع دے رہا تھا، پھر مجھے لبرن ایئر فورڈ بیس جانا پڑا تھا، جو دوبارہ دوبارہ کھول دیا تھا.	لافلن فوجی ہوئی اڈہ کچھ وقت کے لئے بند ہوا.	481
میں ڈیل ریو میں کسی مخصوص جگہ کی اطلاع دے رہا تھا، پھر مجھے لبرن ایئر فورڈ بیس جانا پڑا تھا، جو دوبارہ دوبارہ کھول دیا تھا.	Laughlin ایئر فورس اڈہ ہمیشہ کھلا رہا ہے۔	482
میں ڈیل ریو میں کسی مخصوص جگہ کی اطلاع دے رہا تھا، پھر مجھے لبرن ایئر فورڈ بیس جانا پڑا تھا، جو دوبارہ دوبارہ کھول دیا تھا.	لانلگن ایئر فورس بیس 10،000 فوجیوں کا گھر ہے۔	483
آپ جیسے بھی کرو مجھے اس بات کی پرواہ نہیں ہے.	مجھے پرواہ نہیں ہے کہ آپ کونسا رنگ منتخب کرتے ہیں	487
آپ جیسے بھی کرو مجھے اس بات کی پرواہ نہیں ہے.	مجھ کو ہر ڈیل کو منظوری دینے کی ضرورت ہے۔	488
آپ جیسے بھی کرو مجھے اس بات کی پرواہ نہیں ہے.	مجھے اس میں کوئی دلچسپی نہیں ہے کہ آپ اسے کیسے ختم کروگے۔	489
تو پھر میں دیکھتا ہوں، میں جانتا ہوں کہ رامونا کہاں ہے اور میں اسے وہاں فون کرتا ہوں.	میں نے رامونا کو اپنے گھر پر بلایا.	490
تو پھر میں دیکھتا ہوں، میں جانتا ہوں کہ رامونا کہاں ہے اور میں اسے وہاں فون کرتا ہوں.	میں نے رمونا کو بتایا تھا کہ میں کہاں ہوں۔	491
تو پھر میں دیکھتا ہوں، میں جانتا ہوں کہ رامونا کہاں ہے اور میں اسے وہاں فون کرتا ہوں.	میں نے رمونا کو نظر انداز کیا۔	492
اسی دوران ایئر فورس نے اس آر71 خریدا، اب ایک اے-12، جس پہ ہم سی آئی اے کے ساتھ کام کر رہے تھے۔	ایر فورس نے 18 طیارے خریدے۔	496
اسی دوران ایئر فورس نے اس آر71 خریدا، اب ایک اے-12، جس پہ ہم سی آئی اے کے ساتھ کام کر رہے تھے۔	فضائی افواج نے جہاز خریدے.	497
اسی دوران ایئر فورس نے اس آر71 خریدا، اب ایک اے-12، جس پہ ہم سی آئی اے کے ساتھ کام کر رہے تھے۔	ایئر فورس کے پاس جہاز نہیں تھے۔	498
تو اس کی بہن کے شوہر بھی ہلکا پھلکے  تھے؟	اس کی بہن کی شادی ایک کالے شخص سے ہوئی ہے۔	499
تو اس کی بہن کے شوہر بھی ہلکا پھلکے  تھے؟	اس کی بہن شادی شدہ ہے۔	500
تو اس کی بہن کے شوہر بھی ہلکا پھلکے  تھے؟	اس کی بہن غیر شادی شدہ ہے۔	501
لیکن جیسا کہ اس کی عمر بڑی تھی، ام، اس نے کبھی بھی تسلیم نہیں کیا کہ وہ غلط تھا لیکن اس نے اپنے رویے کو تبدیل کیا	اس نے اپنے رویہ کو بالکل بھی تبدیل نہیں کیا۔	502
لیکن جیسا کہ اس کی عمر بڑی تھی، ام، اس نے کبھی بھی تسلیم نہیں کیا کہ وہ غلط تھا لیکن اس نے اپنے رویے کو تبدیل کیا	اس نے کبھی تسلیم نہیں کیا کہ وہ غلط تھی	503
لیکن جیسا کہ اس کی عمر بڑی تھی، ام، اس نے کبھی بھی تسلیم نہیں کیا کہ وہ غلط تھا لیکن اس نے اپنے رویے کو تبدیل کیا	usne kabi nahi kaha k woh meatloaf k barey mein theek thy.	504
میرا چاچا، وہ ایک اچھا آدمی ہے.	میں اپنے چچا کو بہت زیادہ پسند کرتا ہوں۔	508
میرا چاچا، وہ ایک اچھا آدمی ہے.	میرے چچا بہت زیادہ بے وقوف ہیں!	509
میرا چاچا، وہ ایک اچھا آدمی ہے.	میرا چچا بہت سخی ہے.	510
میں وہاں اپنی بہن کے پاس گیا. اس کا شوہر فوج میں تھا اور انٹیلی جنس کے ساتھ کام کرتا تھا، اور میں ان کے گھر چلا گیا۔	میرے بہنوئی/سالے فوج میں تھے۔	511
میں وہاں اپنی بہن کے پاس گیا. اس کا شوہر فوج میں تھا اور انٹیلی جنس کے ساتھ کام کرتا تھا، اور میں ان کے گھر چلا گیا۔	meray behnoi service mein thy.	512
میں وہاں اپنی بہن کے پاس گیا. اس کا شوہر فوج میں تھا اور انٹیلی جنس کے ساتھ کام کرتا تھا، اور میں ان کے گھر چلا گیا۔	میرا بھائی کبھی داخل نہیں ہوا۔	513
میں سوچوں گا،ٹھیک ہے، میں ہوں، میں کسی اور کو جانے ده رہا ہوں،لیکن پھر میں سوچتا ہوں،میرے خدا!	Mujhe lag raha tha key mein uski jaga kiski or ko bhejh doon ga.	514
میں سوچوں گا،ٹھیک ہے، میں ہوں، میں کسی اور کو جانے ده رہا ہوں،لیکن پھر میں سوچتا ہوں،میرے خدا!	میں نے سوچا کہ میں کسی کو اپنی جگہ  میٹنگ میں بھیج دوں گا/گی۔	515
میں سوچوں گا،ٹھیک ہے، میں ہوں، میں کسی اور کو جانے ده رہا ہوں،لیکن پھر میں سوچتا ہوں،میرے خدا!	میں کسی اور کو نہیں جانے دینے والا تھا۔	516
ایک منٹ وہ میز پیٹ رہا ہے ، دوسری منٹ وہ ٹیکھ ہے۔ میرے میز پر رکھو دا دا دا دا دا	اس کا ذہن بہت زیادہ بدل گیا۔	520
ایک منٹ وہ میز پیٹ رہا ہے ، دوسری منٹ وہ ٹیکھ ہے۔ میرے میز پر رکھو دا دا دا دا دا	وہ اپنے دماغ کو بدلا کیونکہ وہ نہیں جانتا کہ وہ کیا کر رہا ہے	521
ایک منٹ وہ میز پیٹ رہا ہے ، دوسری منٹ وہ ٹیکھ ہے۔ میرے میز پر رکھو دا دا دا دا دا	وہ بہت مستقل مزاج اور پرسکون ہے۔	522
تو ویسے بھی، ام، وہ وہاں آ گیا اور بولا، کام کیسا چل رہا ہے؟	اس نے پوچھا کہ حالات کیسے جارہے ہیں۔	526
تو ویسے بھی، ام، وہ وہاں آ گیا اور بولا، کام کیسا چل رہا ہے؟	Usne pocha ke hum documentary ko khatam ker rehe hain?	527
تو ویسے بھی، ام، وہ وہاں آ گیا اور بولا، کام کیسا چل رہا ہے؟	وہ مجھ سے بالکل بھی بات نہیں کرتا۔	528
Us din mai apna wheel ghooma raha tha, mjhe nahi pata, magar aisa lag raha tha kai pura din mai yehi kar raha tha.	میں جلدی سے اسے ختم کر دیا۔	529
Us din mai apna wheel ghooma raha tha, mjhe nahi pata, magar aisa lag raha tha kai pura din mai yehi kar raha tha.	میں وہاں دو گھنٹہ تک بیٹھا رہا۔	530
Us din mai apna wheel ghooma raha tha, mjhe nahi pata, magar aisa lag raha tha kai pura din mai yehi kar raha tha.	میں بہت دیر تک اپنا چرخا کاتتا ہوں۔	531
اور وہ ٹی بی کی مریضہ تھی اور میں یہ بھی نہیں جانتا تھا ۔	مجھے ٹی بی کی وجہ سے اُس کے قریب المرگ ہونے کا علم نہ تھا	532
اور وہ ٹی بی کی مریضہ تھی اور میں یہ بھی نہیں جانتا تھا ۔	مجھ کو نہیں معلوم تھا کہ اس کو ٹی بی ہے۔	533
اور وہ ٹی بی کی مریضہ تھی اور میں یہ بھی نہیں جانتا تھا ۔	Mujhe pata tha ke usko TB ki bimari hai.	534
آپ جانتے ہیں، آپ نہیں کر سکتے ہیں، اگر آپ کے پاس کوئی انسداد دباؤ نہیں ہے تو آپ زندہ نہیں رہ سکتے ہیں،تناسب میں سانس لینے کا دباؤ بڑھائیں.	کاؤنٹر کا دباؤ آپ کو ہمیشہ مار ڈالتا ہے۔	535
آپ جانتے ہیں، آپ نہیں کر سکتے ہیں، اگر آپ کے پاس کوئی انسداد دباؤ نہیں ہے تو آپ زندہ نہیں رہ سکتے ہیں،تناسب میں سانس لینے کا دباؤ بڑھائیں.	Apko 5000 foot say zaida ka counter pressure chahiye.	536
آپ جانتے ہیں، آپ نہیں کر سکتے ہیں، اگر آپ کے پاس کوئی انسداد دباؤ نہیں ہے تو آپ زندہ نہیں رہ سکتے ہیں،تناسب میں سانس لینے کا دباؤ بڑھائیں.	Itni unchai per tumhain counter pressure chahiye.	537
میں نے فوری طور پر شروع کیا،اہہ ،اہہ دوسرے دو لڑکوں سے اس جگہ میں تربیت جو جگہ پر تھا.	میں نے کبھی تربیت نہیں لی ہے بس میں نے صرف یہ سوچ لیا تھا میں نے تربیت لی ہے۔	547
میں نے فوری طور پر شروع کیا،اہہ ،اہہ دوسرے دو لڑکوں سے اس جگہ میں تربیت جو جگہ پر تھا.	دو لوگوں نے اس اسٹور پر کام کرنے کے لیے مجھ کو ٹریننگ دی۔	548
میں نے فوری طور پر شروع کیا،اہہ ،اہہ دوسرے دو لڑکوں سے اس جگہ میں تربیت جو جگہ پر تھا.	دو لوگوں نے مجھ کو ٹریننگ دی۔	549
اگر وہ ايک بھی رمق سے کم ہوتا اپ کو     ریگيولیٹر کو  ايڈجسٹ يا آراستہ کرنا پرتا	ریگولیٹر بیکار تھا۔	556
اگر وہ ايک بھی رمق سے کم ہوتا اپ کو     ریگيولیٹر کو  ايڈجسٹ يا آراستہ کرنا پرتا	ریگولیٹر آپ کے سوٹ میں ہر چیز کے دباؤ کو تبدیل کردے گا۔	557
اگر وہ ايک بھی رمق سے کم ہوتا اپ کو     ریگيولیٹر کو  ايڈجسٹ يا آراستہ کرنا پرتا	آپ کو ریگولیٹر کے ساتھ اس کو فکس کرنا ہوگا۔	558
میں وہ واحد 922 تھا جس نے ڑیگیولیٹر پر انجکشن دالا	میں نے انجکٹر منگل کے دن سیٹ کیا تھا.	559
میں وہ واحد 922 تھا جس نے ڑیگیولیٹر پر انجکشن دالا	میں ایک 922 تھا۔	560
میں وہ واحد 922 تھا جس نے ڑیگیولیٹر پر انجکشن دالا	میں کبھی922  نہیں  تھا	561
اس نے شادی کی تقریب کو بھی نہیں سمجھا،وہ اس سے بھی نہیں جانتی تھی کہ وہ شادی ہوئی تھی، واقعی --	وہ سمجھ نہیں پائی کہ وہ اس آدمی کے ساتھ  ہمیشہ سے محبت میں مبتلا  رہی اگرچہ وہ اس سے کبھی نہیں بائے گی	562
اس نے شادی کی تقریب کو بھی نہیں سمجھا،وہ اس سے بھی نہیں جانتی تھی کہ وہ شادی ہوئی تھی، واقعی --	وہ نا  سمجھ سکی ک ہوا کیا تھا	563
اس نے شادی کی تقریب کو بھی نہیں سمجھا،وہ اس سے بھی نہیں جانتی تھی کہ وہ شادی ہوئی تھی، واقعی --	اس کو معلوم تھا کہ وہ کیا کر رہی تھی۔	564
ہم وہاں جائیں گے.	hm wahan 8pm pe dakhil hun ge.	565
ہم وہاں جائیں گے.	hm dakhil hun ge.	566
ہم وہاں جائیں گے.	ہم کبھی بھی اندر نہیں جائیں گے۔	567
aur aisa hi tha jaise wo ise mustarad kar rahi thi, kuch tareqon se, jis trha se isne apke sath bartao kiya, dosre nawase.	اس نے سب کے ساتھ ایک سا برتاؤ رکھا۔	568
aur aisa hi tha jaise wo ise mustarad kar rahi thi, kuch tareqon se, jis trha se isne apke sath bartao kiya, dosre nawase.	وہ اپنے دوسرے نواسے نواسیوں سے مختلف طرح سے پیش آئی۔	569
aur aisa hi tha jaise wo ise mustarad kar rahi thi, kuch tareqon se, jis trha se isne apke sath bartao kiya, dosre nawase.	اس نے دیگر بچوں کے ساتھ جداگانہ معاملہ کیا کیوں کہ وہ لوگ کالے تھے۔	570
بہت زبردست تھا ، اور لباس تھورا تھورا ہوا میں اڑ رہا تھا۔	Labas hawa mein phela hua tha.	571
بہت زبردست تھا ، اور لباس تھورا تھورا ہوا میں اڑ رہا تھا۔	وہ لباس بہت چھوٹا تھا اور ذرا ادھر ادھر اڑ رہا تھا۔	572
بہت زبردست تھا ، اور لباس تھورا تھورا ہوا میں اڑ رہا تھا۔	وہاں کوئی ہوا نہیں تھی لہذا لباس نہیں ہلا۔	573
میں نے 'خاص سرگرمیاں' میں کافی وقت گزارا	میں ہر دوسرے دن خصوصی سرگرمیوں میں تھا۔	574
میں نے 'خاص سرگرمیاں' میں کافی وقت گزارا	میں خاص سرگرمیوں میں شامل تھا۔	575
میں نے 'خاص سرگرمیاں' میں کافی وقت گزارا	میں خاص سرگرمیوں کا حصہ کبھی نہيں تھا۔	576
اور میں نے ان سے پوچھا، آپ جانتے ہیں، میں یہ کر سکتا ہوں، ام، آپ مجھے آج رات رہنا چاہتے ہیں اور مجھے آج کل دوپہر کے کھانے کی طرف سے کر سکتے ہیں، اگر یہ ٹھیک ہے.	میں نے معلوم کیا کہ یہ کتنا ضروری تھا۔	577
اور میں نے ان سے پوچھا، آپ جانتے ہیں، میں یہ کر سکتا ہوں، ام، آپ مجھے آج رات رہنا چاہتے ہیں اور مجھے آج کل دوپہر کے کھانے کی طرف سے کر سکتے ہیں، اگر یہ ٹھیک ہے.	مجھے پتہ تھا کہ یہ کام ابھی اسی وقت کرنا ہے۔	578
اور میں نے ان سے پوچھا، آپ جانتے ہیں، میں یہ کر سکتا ہوں، ام، آپ مجھے آج رات رہنا چاہتے ہیں اور مجھے آج کل دوپہر کے کھانے کی طرف سے کر سکتے ہیں، اگر یہ ٹھیک ہے.	میں نے پوچھا کہ کیا کلائنٹ پاگل ہوجائے گا اگر اس کو 2 بجے دوپہر تک انتظار کرنا پڑے کیوں کہ آج رات میرا ایک اپوائنٹ منٹ ہے۔	579
لیکن، وہ آستانہ کے نام سے باہر آستانہ کے باہر ایک چھوٹا سا ملک کے شہر میں رہتا تھا، اور ایونز ابھی بھی موجود ہے، اور جہاں بھی میرے بہت سے رشتہ دار بھی اب بھی ہیں	ان کے خاندان کے بیس افراد ایونز میں رہتے تھے۔	580
لیکن، وہ آستانہ کے نام سے باہر آستانہ کے باہر ایک چھوٹا سا ملک کے شہر میں رہتا تھا، اور ایونز ابھی بھی موجود ہے، اور جہاں بھی میرے بہت سے رشتہ دار بھی اب بھی ہیں	وہ اٹلانٹا میں رہتے تھے	581
لیکن، وہ آستانہ کے نام سے باہر آستانہ کے باہر ایک چھوٹا سا ملک کے شہر میں رہتا تھا، اور ایونز ابھی بھی موجود ہے، اور جہاں بھی میرے بہت سے رشتہ دار بھی اب بھی ہیں	وہ ایونز میں رہتے تھے جو بہت چھوٹا ہے	582
میرے بہن مجھے بتاتی رہتی ہے، وہ کہتی ہے، کبھی کبھی آپ بلکل نانی کی طرح لگتی ہیں، آپ لوگوں کے ساتھ غلط وجوہات کی بنیاد پہ غلط سلوک کرتی ہیں.	میری بہن نے کہا کہ میں متعصب ہوں۔	583
میرے بہن مجھے بتاتی رہتی ہے، وہ کہتی ہے، کبھی کبھی آپ بلکل نانی کی طرح لگتی ہیں، آپ لوگوں کے ساتھ غلط وجوہات کی بنیاد پہ غلط سلوک کرتی ہیں.	میری بہن نے کہا کہ میں ہمیشہ اچھا نہیں ہوتا ہوں۔	584
میرے بہن مجھے بتاتی رہتی ہے، وہ کہتی ہے، کبھی کبھی آپ بلکل نانی کی طرح لگتی ہیں، آپ لوگوں کے ساتھ غلط وجوہات کی بنیاد پہ غلط سلوک کرتی ہیں.	میری بہن نے بتایا کہ میں اپنی دادی/نانی کی طرح کسی چیز میں بھی نہیں ہوں۔	585
ام، پھر ہم ایک نئے گھر میں چلے گئے.	ہم اس گھر کو منتقل ہوگئے جسے ہم نے گاؤں میں بنایا تھا۔	586
ام، پھر ہم ایک نئے گھر میں چلے گئے.	Hum aik or jaga shift ho gay hain.	587
ام، پھر ہم ایک نئے گھر میں چلے گئے.	hm apni pori zindagi aik hi ghr mein rahey han.	588
میں نے کہا، اچھا، یہ ٹھیک ہے، آپ سمجھ سکتے ہیں، اس طرح.	میں نے کہا کہ مجھ کو اس سے نفرت ہے اور میں نے سختی سے اس کی تردید کی۔	592
میں نے کہا، اچھا، یہ ٹھیک ہے، آپ سمجھ سکتے ہیں، اس طرح.	میں نے کہا کہ مجھے گانے کا نیا ورژن پسند ہے۔	593
میں نے کہا، اچھا، یہ ٹھیک ہے، آپ سمجھ سکتے ہیں، اس طرح.	میں نے کہا کہ میں نے اس کی منظوری دے دی۔	594
اور پینٹ کے مقامات میں ہر سو ڈگری تبدیل ہوجائے گی، یہ سرخ ہوسکتا ہے، یہ نیلے رنگ میں بدل جاتا ہے.	روغن رنگ کے مطابق تبدیل ہوتا ہے۔	595
اور پینٹ کے مقامات میں ہر سو ڈگری تبدیل ہوجائے گی، یہ سرخ ہوسکتا ہے، یہ نیلے رنگ میں بدل جاتا ہے.	پینٹ بدل جاتا ہے اسی لیے آپ بتاسکتے ہیں کہ وہ پیمائش کے بغیر کیسا ہے۔	596
اور پینٹ کے مقامات میں ہر سو ڈگری تبدیل ہوجائے گی، یہ سرخ ہوسکتا ہے، یہ نیلے رنگ میں بدل جاتا ہے.	پینٹ ہمیشہ کالا ہوتا ہے۔	597
میں نے بہت جلدی سے کھایا، جتنا جلدی ممکن تھا اور پھر وہ ادھر آگئی اور کھانے میں میری مدد کرنے لگی۔	میں نے دو منٹ سے کم وقت میں پزہ کھالیا۔	598
میں نے بہت جلدی سے کھایا، جتنا جلدی ممکن تھا اور پھر وہ ادھر آگئی اور کھانے میں میری مدد کرنے لگی۔	میں نے بہت آہستہ کھانا کھایا تاکہ میری طبیعت نہ خراب ہو۔	599
میں نے بہت جلدی سے کھایا، جتنا جلدی ممکن تھا اور پھر وہ ادھر آگئی اور کھانے میں میری مدد کرنے لگی۔	میں نے کھانا حلق سے اتار لیا۔	600
اس کی بہن کا شوہر بھی ہلکا پھلکا تھا.	اس کے بھائی کا ہلکا رنگ تھا	604
اس کی بہن کا شوہر بھی ہلکا پھلکا تھا.	اس کے بھائی سویڈش تھے.	605
اس کی بہن کا شوہر بھی ہلکا پھلکا تھا.	اس کی بہن غیر شادی شدہ تھی۔	606
انہوں نے اونچا 'او ٹو' ریگیولیٹڑ ایجاد کیا ہے۔	انہوں نے نۂیا ریگيولیٹڑ ایجاد  کیا	610
انہوں نے اونچا 'او ٹو' ریگیولیٹڑ ایجاد کیا ہے۔	انھوں نے ایک ریگولیٹر ایجاد کیا جو خلا میں کام کرتا تھا۔	611
انہوں نے اونچا 'او ٹو' ریگیولیٹڑ ایجاد کیا ہے۔	وہ اب تک نہیں سمجھ سکے کہ اعلی O2 قابو کرنے والا آلہ کیسے بنائیں۔	612
aur hum, Las Vegas, NV mai aik adress par move hogaye hian, jaisa ke humne Washington mai kiya tah.	میں اپنی زندگی میں کبھی بھی لاس ویگاس نہیں گیا ہوں۔	613
aur hum, Las Vegas, NV mai aik adress par move hogaye hian, jaisa ke humne Washington mai kiya tah.	میں نے لاس ویگاس اور واشنگٹن دونوں میں کام کیا ہے	614
aur hum, Las Vegas, NV mai aik adress par move hogaye hian, jaisa ke humne Washington mai kiya tah.	Mein ne dono sharoon mein driver ke tor per kam kiya hai	615
واہ، چوتھی جماعت میں بہت مزہ آیا.	مجھے تو اسکول کے ہر پہلو سے نفرت تھی!	616
واہ، چوتھی جماعت میں بہت مزہ آیا.	Mujhe 4th grade pasand tha kyunke humain do recesses milti theein.	617
واہ، چوتھی جماعت میں بہت مزہ آیا.	میں نے چوتھے گریڈ کو پسند کیا۔	618
یہ ٹیبز کے پورے گروپ کے ساتھ ایک فائل کی طرح ہے، مختلف آپ جانتے ہیں، ہر ٹیب کی ایک مختلف اسپریڈ شیٹ  ہے.	صفہ صرف نمبروں کی ایک فہرست پر مشتمل ہے.	619
یہ ٹیبز کے پورے گروپ کے ساتھ ایک فائل کی طرح ہے، مختلف آپ جانتے ہیں، ہر ٹیب کی ایک مختلف اسپریڈ شیٹ  ہے.	ٹیبز بہت سارے ڈیٹا ہیں.	620
یہ ٹیبز کے پورے گروپ کے ساتھ ایک فائل کی طرح ہے، مختلف آپ جانتے ہیں، ہر ٹیب کی ایک مختلف اسپریڈ شیٹ  ہے.	ٹیبس میں ہر اکاؤنٹ کی موجودہ رقم دکھائی دیتی ہے۔	621
مجھے پرواہ نہیں ہے کہ آپ نے یہ کیسے کیا ہے.	Mujhe koi farq nahi parta agar tum khud karte ho ya phir kisi or se karwatay ho.	625
مجھے پرواہ نہیں ہے کہ آپ نے یہ کیسے کیا ہے.	مجھے پرواہ نہیں کہ کیا تمہارا طریقہ کیا ہے۔	626
مجھے پرواہ نہیں ہے کہ آپ نے یہ کیسے کیا ہے.	مجھے صیح طرح سے یہ جاننے کی ضرورت ہے کہ تم یہ کس طرح کرو گے۔	627
اور وہ چارٹٹ میں مللارڈ  کریک منتقل کر دیا.	انہوں نے ملارڈ کریک میں گھر بنایا.	631
اور وہ چارٹٹ میں مللارڈ  کریک منتقل کر دیا.	وہ کبھی شارلوٹ منتقل نہیں ہوئے۔	632
اور وہ چارٹٹ میں مللارڈ  کریک منتقل کر دیا.	وہ تب مالارڈ کریک میں رہتے تھے۔	633
وہ ایک وزیر کا بیٹا تھا، ان کے پاس کافی جائیداد اور برادری میں اچھے طالوقات تھے، وہ بہت معزز تھے	اس کا باپ ایک لوتھری پاسٹر تھا۔	637
وہ ایک وزیر کا بیٹا تھا، ان کے پاس کافی جائیداد اور برادری میں اچھے طالوقات تھے، وہ بہت معزز تھے	اس کا باپ ایک مجرم تھا جو کبھی گرجا گھر نہیں گیا ۔	638
وہ ایک وزیر کا بیٹا تھا، ان کے پاس کافی جائیداد اور برادری میں اچھے طالوقات تھے، وہ بہت معزز تھے	اس کے والد ایک پادری تھے۔	639
اور مجھے نہیں پتہ تھا کہ اسے کتنی تفصیلات چاہئے تھیں.	Mujhe nahi pata tha ke usko safar ke waqt chahiye they.	643
اور مجھے نہیں پتہ تھا کہ اسے کتنی تفصیلات چاہئے تھیں.	میں نے اسے ساری بات بتادی کیوں کہ مجھے معلوم تھا کہ یہ اسے پتہ ہے۔	644
اور مجھے نہیں پتہ تھا کہ اسے کتنی تفصیلات چاہئے تھیں.	مجھے یقین نہیں تھا کہ اس میں کتنی گہرائی ہوگی۔	645
اور یہ کاغذات میں ہر خریدار کے نام کے نیچے الگ الگ لکھا ہے۔	ان کے پاس کوئی بھی فائل موجود نہیں ہے۔	652
اور یہ کاغذات میں ہر خریدار کے نام کے نیچے الگ الگ لکھا ہے۔	وہ تمام فائلوں کو محفوظ رکھتے ہیں۔	653
